"observation","specname","latitude","longitude","carp_color"
"32096",234052,"Agaricomycetes Doweld",33.991,-83.4954,0
"34225",229814,"Agaricomycetes Doweld",35.0063,-85.3658,0
"34426",236348,"Agaricomycetes Doweld",35.08295,-89.6716,0
"34427",236347,"Agaricomycetes Doweld",35.08295,-89.6716,0
"34551",228014,"Agaricomycetes Doweld",34.99795,-85.1826,0
"34686",227748,"Agaricomycetes Doweld",34.99795,-85.1826,0
"35631",226346,"Agaricomycetes Doweld",37.769,-122.4835,0
"35637",240744,"Agaricomycetes Doweld",27.79565,-82.31385,0
"35642",240161,"Agaricomycetes Doweld",27.79565,-82.31385,0
"36087",240160,"Agaricomycetes Doweld",27.71405,-82.3181,0
"36820",240155,"Agaricomycetes Doweld",27.79565,-82.31385,0
"36821",240154,"Agaricomycetes Doweld",27.79565,-82.31385,0
"36922",240150,"Agaricomycetes Doweld",27.7009,-82.4329,0
"36923",240149,"Agaricomycetes Doweld",27.7009,-82.4329,0
"36924",240148,"Agaricomycetes Doweld",27.7009,-82.4329,0
"36925",240147,"Agaricomycetes Doweld",27.7009,-82.4329,0
"38552",222962,"Agaricomycetes Doweld",48.1781,-122.6025,0
"38674",222849,"Agaricomycetes Doweld",47.4415,-122.1055,0
"39813",240143,"Agaricomycetes Doweld",27.52785,-82.57605,0
"41370",220325,"Agaricomycetes Doweld",43.16025,-79.234,0
"41477",221510,"Agaricomycetes Doweld",43.01075,-90.1098,0
"43881",240012,"Agaricomycetes Doweld",27.4207,-82.4184,0
"44129",240002,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44131",240000,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44132",239999,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44133",239990,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44135",239972,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44136",239970,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44139",239963,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44141",239959,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44142",239958,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44143",239952,"Agaricomycetes Doweld",27.6054,-82.2924,0
"44144",239951,"Agaricomycetes Doweld",27.6054,-82.2924,0
"45062",216896,"Agaricomycetes Doweld",44.1935,-87.52125,0
"51853",222753,"Agaricomycetes Doweld",41.74045,-84.8425,0
"52407",209977,"Agaricomycetes Doweld",40.36365,-89.1145,0
"52681",212768,"Agaricomycetes Doweld",35.7546,-84.76375,0
"52694",212755,"Agaricomycetes Doweld",35.7546,-84.76375,0
"55332",207748,"Agaricomycetes Doweld",41.2388,-76.1,0
"58791",203998,"Agaricomycetes Doweld",42.0281,-78.34795,0
"60160",203240,"Agaricomycetes Doweld",45.645,-122.764,0
"60162",203238,"Agaricomycetes Doweld",45.645,-122.764,0
"60837",203420,"Agaricomycetes Doweld",30.58515,-96.30055,0
"16296",250710,"Agaricus abruptibulbus Peck",41.3588,-80.103,0
"19949",246344,"Agaricus abruptibulbus Peck",41.41765,-73.20165,0
"21059",245393,"Agaricus abruptibulbus Peck",40.7971,-76.0147,0
"36678",225187,"Agaricus abruptibulbus Peck",36.8534,-121.6505,0
"1880",267236,"Agaricus albolutescens Zeller",37.9862,-122.5685,0
"1997",268019,"Agaricus albolutescens Zeller",31.8911,-116.438,0
"2367",266667,"Agaricus albolutescens Zeller",37.6642,-120.4595,0
"35181",227053,"Agaricus albolutescens Zeller",37.025,-122.058,0
"35197",226951,"Agaricus albolutescens Zeller",37.025,-122.058,0
"36811",225104,"Agaricus albolutescens Zeller",37.084,-122.0615,0
"48472",214287,"Agaricus amicosus Kerrigan",36.1556,-105.551,0
"57350",205889,"Agaricus amicosus Kerrigan",40.69,-111.777,0
"9390",263315,"Agaricus andrewii A.E. Freeman",42.8341,-80.1493,0
"11738",254978,"Agaricus andrewii A.E. Freeman",39.50515,-76.2748,0
"29666",235416,"Agaricus arorae Kerrigan",38.57535,-123.313,0
"37257",224443,"Agaricus arorae Kerrigan",37.025,-122.058,0
"37401",225793,"Agaricus arorae Kerrigan",37.01015,-122.066,0
"37746",226431,"Agaricus arorae Kerrigan",37.01015,-122.066,0
"38002",223548,"Agaricus arorae Kerrigan",37.017,-122.0405,0
"18325",248560,"Agaricus arvensis group",42.14445,-74.64975,0
"28079",237532,"Agaricus arvensis group",37.7927,-79.4355,0
"54742",208027,"Agaricus arvensis group",42.659,-70.67105,0
"2036",267028,"Agaricus arvensis Schaeff.",34.178,-118.7675,0
"9147",257725,"Agaricus arvensis Schaeff.",41.333,-75.9712,0
"9148",257723,"Agaricus arvensis Schaeff.",41.333,-75.9712,0
"16144",250818,"Agaricus arvensis Schaeff.",41.74045,-84.8425,0
"45373",216593,"Agaricus arvensis Schaeff.",48.15955,-122.678,0
"45455",216909,"Agaricus arvensis Schaeff.",47.7389,-122.2955,0
"53662",209041,"Agaricus arvensis Schaeff.",40.614,-79.16095,0
"58804",204069,"Agaricus arvensis Schaeff.",48.8081,-123.632,0
"7385",259688,"Agaricus augustus Fr.",45.5099,-122.7185,0
"8936",258225,"Agaricus augustus Fr.",45.5795,-123.951,0
"16231",250958,"Agaricus augustus Fr.",38.098,-122.8835,0
"16652",250275,"Agaricus augustus Fr.",37.1191,-122.1245,0
"16855",250096,"Agaricus augustus Fr.",37.87825,-122.2365,0
"20210",249555,"Agaricus augustus Fr.",48.2132,-122.6745,0
"25969",240031,"Agaricus augustus Fr.",37.07465,-122.1095,0
"26994",238981,"Agaricus augustus Fr.",48.20645,-122.6215,0
"27026",238804,"Agaricus augustus Fr.",37.77215,-122.447,0
"31362",231682,"Agaricus augustus Fr.",35.20015,-120.7295,0
"31552",231386,"Agaricus augustus Fr.",35.20015,-120.7295,0
"38059",223915,"Agaricus augustus Fr.",37.1191,-122.1245,0
"40017",221449,"Agaricus augustus Fr.",37.769,-122.4835,0
"43486",217869,"Agaricus augustus Fr.",48.04405,-122.465,0
"45450",217057,"Agaricus augustus Fr.",47.7389,-122.2955,0
"46441",215782,"Agaricus augustus Fr.",47.65745,-122.29,0
"46780",215330,"Agaricus augustus Fr.",47.7411,-122.309,0
"48210",214148,"Agaricus augustus Fr.",45.5099,-122.7185,0
"48792",213310,"Agaricus augustus Fr.",49.1089,-116.5155,0
"49379",212879,"Agaricus augustus Fr.",47.74125,-122.3045,0
"57199",205612,"Agaricus augustus Fr.",45.6279,-122.659,0
"57590",205242,"Agaricus augustus Fr.",45.6626,-122.5735,0
"8042",259868,"Agaricus augustus group",37.18735,-121.859,0
"46830",224698,"Agaricus augustus group",42.9895,-85.70525,0
"23221",243082,"Agaricus auricolor L. Krieg",36.3199,-78.5837,0
"27854",237723,"Agaricus auricolor L. Krieg",35.8725,-78.761,0
"53475",209198,"Agaricus auricolor L. Krieg",34.9646,-85.3614,0
"53657",209063,"Agaricus auricolor L. Krieg",37.83005,-90.2301,0
"53694",209004,"Agaricus auricolor L. Krieg",37.83005,-90.2301,0
"53695",209004,"Agaricus auricolor L. Krieg",37.83005,-90.2301,0
"54236",208502,"Agaricus auricolor L. Krieg",30.4086,-91.1832,0
"55622",207137,"Agaricus auricolor L. Krieg",38.53385,-90.6749,0
"55814",207034,"Agaricus auricolor L. Krieg",38.4713,-90.3912,0
"56997",206159,"Agaricus auricolor L. Krieg",38.01025,-78.45235,0
"57093",205726,"Agaricus auricolor L. Krieg",33.90245,-83.3843,0
"57983",204779,"Agaricus auricolor L. Krieg",30.4086,-91.1832,0
"33713",228388,"Agaricus benesii (Pilát) Pilát",36.96965,-122.0395,0
"1980",268063,"Agaricus bernardi Quél.",31.8911,-116.438,0
"2696",266127,"Agaricus bernardi Quél.",37.18575,-122.393,0
"13592",253189,"Agaricus bernardi Quél.",32.86755,-117.2505,0
"27774",238117,"Agaricus bernardi Quél.",38.3223,-123.056,0
"31664",231152,"Agaricus bernardi Quél.",37.42825,-122.171,0
"36975",224918,"Agaricus bernardi Quél.",33.009,-117.266,0
"50781",211407,"Agaricus bernardi Quél.",32.8787,-117.2335,0
"57655",205454,"Agaricus bernardi Quél.",33.79605,-117.7505,0
"66044",194168,"Agaricus bernardi Quél.",37.79925,-122.2665,0
"66166",194182,"Agaricus bernardi Quél.",32.56285,-117.1165,0
"771",269007,"Agaricus bisporus (J.E. Lange) Imbach",38.77325,-123.538,0
"1760",267307,"Agaricus bisporus (J.E. Lange) Imbach",38.5767,-121.341,0
"28344",237560,"Agaricus bisporus (J.E. Lange) Imbach",40.793,-77.8594,0
"34421",227611,"Agaricus bisporus (J.E. Lange) Imbach",37.7509,-122.49,0
"55484",207843,"Agaricus bisporus (J.E. Lange) Imbach",32.7658,-94.97635,0
"26871",239045,"Agaricus bitorquis (Quél.) Sacc.",47.3946,-120.615,0
"27373",238562,"Agaricus bitorquis (Quél.) Sacc.",40.76285,-111.835,0
"30753",234039,"Agaricus bitorquis (Quél.) Sacc.",39.5902,-119.841,0
"32520",229914,"Agaricus bitorquis (Quél.) Sacc.",37.17705,-120.619,0
"50780",211410,"Agaricus bitorquis (Quél.) Sacc.",32.8787,-117.2335,0
"54316",208461,"Agaricus bitorquis (Quél.) Sacc.",41.2467,-75.87845,0
"56982",205882,"Agaricus bitorquis (Quél.) Sacc.",41.2467,-75.87845,0
"57015",205866,"Agaricus bitorquis (Quél.) Sacc.",32.8787,-117.2335,0
"57020",205849,"Agaricus bitorquis (Quél.) Sacc.",41.2467,-75.87845,0
"57541",205695,"Agaricus bitorquis (Quél.) Sacc.",46.58745,-120.4725,0
"57565",205269,"Agaricus bitorquis (Quél.) Sacc.",41.2467,-75.87845,0
"5014",266142,"Agaricus brunneofibrillosus Kerrigan",37.523,-122.5085,0
"839",268666,"Agaricus californicus Peck",37.52835,-121.828,0
"1751",267352,"Agaricus californicus Peck",33.90275,-117.885,0
"3575",265224,"Agaricus californicus Peck",37.9033,-122.255,0
"7868",258973,"Agaricus californicus Peck",32.8793,-117.236,0
"21213",245112,"Agaricus californicus Peck",37.73605,-122.4785,0
"31365",231676,"Agaricus californicus Peck",35.20015,-120.7295,0
"31729",259916,"Agaricus californicus Peck",37.8398,-121.8105,0
"32233",259964,"Agaricus californicus Peck",37.747,-122.0655,0
"32559",259917,"Agaricus californicus Peck",37.72315,-122.0545,0
"36029",225986,"Agaricus californicus Peck",37.769,-122.4835,0
"36074",225910,"Agaricus californicus Peck",37.769,-122.4835,0
"41660",219804,"Agaricus californicus Peck",37.86495,-122.2485,0
"41866",219810,"Agaricus californicus Peck",37.86495,-122.2485,0
"42581",219796,"Agaricus californicus Peck",37.9086,-122.3035,0
"42611",218898,"Agaricus californicus Peck",37.87135,-122.262,0
"45174",217400,"Agaricus californicus Peck",36.9876,-122.014,0
"48073",215019,"Agaricus californicus Peck",32.8787,-117.2335,0
"60615",201345,"Agaricus californicus Peck",33.6622,-117.589,0
"65616",194926,"Agaricus californicus Peck",37.86305,-122.22,0
"1843",267274,"Agaricus campestris group",33.4041,-118.4155,0
"2362",266700,"Agaricus campestris group",33.3549,-118.4365,0
"2363",266698,"Agaricus campestris group",33.3549,-118.4365,0
"7901",258885,"Agaricus campestris group",38.397,-122.837,0
"10506",256775,"Agaricus campestris group",40.57435,-74.4982,0
"12669",254115,"Agaricus campestris group",41.9912,-88.3163,0
"13358",261053,"Agaricus campestris group",48.20645,-122.6215,0
"15297",251894,"Agaricus campestris group",40.67455,-80.5413,0
"15628",264334,"Agaricus campestris group",40.57435,-74.4982,0
"18011",248813,"Agaricus campestris group",40.67455,-80.5413,0
"22050",244290,"Agaricus campestris group",41.08175,-75.89205,0
"38573",222937,"Agaricus campestris group",42.7521,-80.27135,0
"39336",222091,"Agaricus campestris group",45.49995,-122.5905,0
"40223",221249,"Agaricus campestris group",38.9577,-77.0854,0
"43864",217500,"Agaricus campestris group",43.16025,-79.234,0
"45237",217983,"Agaricus campestris group",37.86495,-122.2485,0
"45846",220667,"Agaricus campestris group",45.33095,-79.0115,0
"11372",255407,"Agaricus campestris L.",42.6643,-80.5223,0
"11712",255027,"Agaricus campestris L.",41.36715,-81.8669,0
"11736",254980,"Agaricus campestris L.",39.50515,-76.2748,0
"14479",252505,"Agaricus campestris L.",40.83045,-80.54835,0
"20202",261669,"Agaricus campestris L.",32.2357,-110.952,0
"42347",218828,"Agaricus campestris L.",48.1939,-122.643,0
"43289",218021,"Agaricus campestris L.",42.78625,-80.198,0
"45038",218120,"Agaricus campestris L.",37.86495,-122.2485,0
"45467",216569,"Agaricus campestris L.",48.5215,-123.4155,0
"46899",215141,"Agaricus campestris L.",45.6279,-122.659,0
"5676",261377,"Agaricus comtulus Fr.",37.41375,-122.1875,0
"65695",194786,"Agaricus cupreobrunneus (Jul. Schäff. & Steer) Pilát",33.009,-117.266,0
"4137",264010,"Agaricus deardorffensis Kerrigan",37.79845,-122.466,0
"6718",260263,"Agaricus deardorffensis Kerrigan",37.43665,-122.3655,0
"7384",259690,"Agaricus deardorffensis Kerrigan",45.5099,-122.7185,0
"8935",258226,"Agaricus deardorffensis Kerrigan",45.5795,-123.951,0
"12722",255148,"Agaricus deardorffensis Kerrigan",48.20645,-122.6215,0
"13273",253574,"Agaricus deardorffensis Kerrigan",47.7439,-122.3025,0
"30502",234507,"Agaricus deardorffensis Kerrigan",33.73615,-117.8015,0
"42822",219492,"Agaricus deardorffensis Kerrigan",37.87595,-122.2805,0
"6217",261346,"Agaricus deserticola G. Moreno Esqueda & Lizárraga",37.41375,-122.1875,0
"54188",208577,"Agaricus deserticola G. Moreno Esqueda & Lizárraga",32.85925,-116.988,0
"9973",261046,"Agaricus diminutivus group",48.1781,-122.6025,0
"18090",248785,"Agaricus diminutivus group",40.67455,-80.5413,0
"46077",216368,"Agaricus diminutivus group",48.06825,-121.644,0
"63686",196504,"Agaricus diminutivus group",37.8329,-122.1655,0
"8934",258227,"Agaricus diminutivus Peck",45.5795,-123.951,0
"12885",255145,"Agaricus diminutivus Peck",48.20645,-122.6215,0
"38507",223523,"Agaricus diminutivus Peck",41.15455,-124.134,0
"5937",261278,"Agaricus fissuratus (F.H. Møller) F.H. Møller",38.9702,-123.688,0
"32231",259967,"Agaricus fissuratus (F.H. Møller) F.H. Møller",37.747,-122.0655,0
"2716",266106,"Agaricus fuscovelatus Kerrigan",37.8332,-122.519,0
"35207",226924,"Agaricus fuscovelatus Kerrigan",36.95335,-122.029,0
"967",268864,"Agaricus hondensis Murrill",38.7169,-123.459,0
"8185",258836,"Agaricus hondensis Murrill",49.04235,-123.7535,0
"32218",230220,"Agaricus hondensis Murrill",38.4416,-122.508,0
"33210",229123,"Agaricus hondensis Murrill",36.8763,-121.641,0
"33836",228170,"Agaricus hondensis Murrill",38.44445,-122.981,0
"34482",227534,"Agaricus hondensis Murrill",38.57535,-123.313,0
"34668",228261,"Agaricus hondensis Murrill",37.04395,-122.0495,0
"36041",226059,"Agaricus hondensis Murrill",38.57535,-123.313,0
"37031",224862,"Agaricus hondensis Murrill",48.0075,-122.524,0
"38136",223398,"Agaricus hondensis Murrill",45.46125,-122.6525,0
"63964",196075,"Agaricus hondensis Murrill",37.9255,-122.2425,0
"65308",195083,"Agaricus hondensis Murrill",47.5029,-122.3495,0
"65615",194927,"Agaricus hondensis Murrill",37.86305,-122.22,0
"1703",267768,"Agaricus incultorum Kerrigan",35.34455,-120.822,0
"36050",225980,"Agaricus incultorum Kerrigan",38.3293,-122.718,0
"378",269584,"Agaricus L.",33.356,-118.445,0
"381",269581,"Agaricus L.",33.3549,-118.4365,0
"495",269816,"Agaricus L.",34.60175,-119.5055,0
"635",269379,"Agaricus L.",33.03135,-117.247,0
"764",269082,"Agaricus L.",33.38545,-118.4065,0
"1072",268619,"Agaricus L.",33.3553,-118.3975,0
"1168",268147,"Agaricus L.",33.3553,-118.3975,0
"1173",268140,"Agaricus L.",33.3553,-118.3975,0
"1396",267770,"Agaricus L.",35.75485,-120.6915,0
"1583",267500,"Agaricus L.",37.51575,-122.072,0
"1717",267606,"Agaricus L.",33.3808,-118.4725,0
"1836",267281,"Agaricus L.",33.4041,-118.4155,0
"1846",267271,"Agaricus L.",33.4041,-118.4155,0
"1866",267199,"Agaricus L.",33.4041,-118.4155,0
"1882",267219,"Agaricus L.",37.025,-122.058,0
"1888",267184,"Agaricus L.",33.38875,-118.473,0
"2345",267067,"Agaricus L.",32.78595,-116.988,0
"2717",266104,"Agaricus L.",37.8332,-122.519,0
"2757",266084,"Agaricus L.",33.3287,-118.34,0
"2786",267347,"Agaricus L.",38.12955,-122.8935,0
"2803",267329,"Agaricus L.",38.12955,-122.8935,0
"3640",265093,"Agaricus L.",33.0814,-117.0855,0
"3934",264747,"Agaricus L.",32.12355,-81.4857,0
"4078",266909,"Agaricus L.",37.95135,-122.2615,0
"5838",261432,"Agaricus L.",38.0013,-122.7635,0
"6067",260787,"Agaricus L.",36.80065,-121.678,0
"6513",260212,"Agaricus L.",38.5284,-123.0995,0
"6515",260208,"Agaricus L.",38.5284,-123.0995,0
"6717",260266,"Agaricus L.",37.43665,-122.3655,0
"6789",262626,"Agaricus L.",42.70285,-80.3454,0
"7137",259435,"Agaricus L.",42.2972,-82.92445,0
"7138",259434,"Agaricus L.",42.2972,-82.92445,0
"7382",259692,"Agaricus L.",45.5099,-122.7185,0
"7479",259253,"Agaricus L.",38.68455,-121.216,0
"8666",264332,"Agaricus L.",40.57435,-74.4982,0
"9089",257674,"Agaricus L.",42.6281,-70.9186,0
"9090",257673,"Agaricus L.",42.6281,-70.9186,0
"9097",257664,"Agaricus L.",42.78625,-80.198,0
"9160",257653,"Agaricus L.",42.78625,-80.198,0
"9248",257523,"Agaricus L.",42.25685,-83.0494,0
"9350",257384,"Agaricus L.",32.8793,-117.236,0
"9406",257807,"Agaricus L.",38.5296,-78.15065,0
"9531",261366,"Agaricus L.",44.6663,-88.08285,0
"9602",257726,"Agaricus L.",39.7944,-74.277,0
"9604",257722,"Agaricus L.",39.7944,-74.277,0
"9659",257285,"Agaricus L.",44.6663,-88.08285,0
"9730",257074,"Agaricus L.",38.984,-76.898,0
"9731",257073,"Agaricus L.",38.984,-76.898,0
"9930",256798,"Agaricus L.",38.24215,-122.629,0
"10352",257904,"Agaricus L.",47.1449,-121.6305,0
"10576",256180,"Agaricus L.",40.153,-79.53935,0
"10925",255745,"Agaricus L.",45.50725,-122.8655,0
"11288",255434,"Agaricus L.",42.6364,-70.94005,0
"11428",255302,"Agaricus L.",40.9287,-111.8845,0
"11573",255130,"Agaricus L.",39.95145,-74.9959,0
"11711",255029,"Agaricus L.",42.25685,-83.0494,0
"11915",255196,"Agaricus L.",41.6104,-71.84035,0
"11923",255126,"Agaricus L.",41.608,-70.56635,0
"12393",255205,"Agaricus L.",41.6104,-71.84035,0
"12398",255183,"Agaricus L.",41.6104,-71.84035,0
"12846",253897,"Agaricus L.",42.2567,-83.03425,0
"13034",253660,"Agaricus L.",43.5642,-89.8179,0
"13379",256032,"Agaricus L.",42.0791,-73.57445,0
"13961",252891,"Agaricus L.",44.00455,-88.1564,0
"14468",252538,"Agaricus L.",44.4716,-88.0086,0
"15498",265913,"Agaricus L.",43.10645,-80.2855,0
"16389",266275,"Agaricus L.",43.2176,-79.76695,0
"16561",250356,"Agaricus L.",39.52765,-76.34025,0
"16860",250087,"Agaricus L.",41.74045,-84.8425,0
"17081",263512,"Agaricus L.",41.61785,-87.2601,0
"17272",250253,"Agaricus L.",37.51,-105.0085,0
"17443",249893,"Agaricus L.",33.0316,-117.2805,0
"17709",250789,"Agaricus L.",37.9225,-107.8325,0
"18122",248725,"Agaricus L.",37.72435,-122.482,0
"18618",248274,"Agaricus L.",35.8725,-78.761,0
"18832",247868,"Agaricus L.",29.6124,-82.40885,0
"18965",247798,"Agaricus L.",37.43665,-122.3655,0
"19219",247533,"Agaricus L.",40.6439,-80.56065,0
"19437",247360,"Agaricus L.",35.24155,-112.1925,0
"19634",246612,"Agaricus L.",39.52765,-76.34025,0
"20212",249225,"Agaricus L.",40.3072,-79.5458,0
"20990",245275,"Agaricus L.",37.75,-122.4695,0
"21736",244660,"Agaricus L.",40.307,-74.86385,0
"22372",243903,"Agaricus L.",39.9978,-74.83625,0
"22413",243828,"Agaricus L.",39.52765,-76.34025,0
"22523",243774,"Agaricus L.",39.4763,-76.4083,0
"23740",242582,"Agaricus L.",45.51035,-122.583,0
"23760",242516,"Agaricus L.",39.11845,-76.8528,0
"23966",242238,"Agaricus L.",29.62705,-82.32125,0
"25236",240591,"Agaricus L.",35.8725,-78.761,0
"25324",240492,"Agaricus L.",48.1891,-116.805,0
"27004",238876,"Agaricus L.",34.1632,-118.396,0
"27474",238294,"Agaricus L.",39.2583,-121.0215,0
"28755",236699,"Agaricus L.",37.76975,-122.4705,0
"28858",238808,"Agaricus L.",34.1632,-118.396,0
"29426",235551,"Agaricus L.",37.81525,-122.163,0
"30087",235924,"Agaricus L.",35.5606,-120.7195,0
"30088",235631,"Agaricus L.",42.73765,-123.4265,0
"30821",233955,"Agaricus L.",34.40295,-119.7265,0
"31074",233636,"Agaricus L.",34.1545,-118.7275,0
"31358",231703,"Agaricus L.",37.9033,-122.255,0
"31573",231298,"Agaricus L.",34.1433,-118.055,0
"31659",231166,"Agaricus L.",35.20015,-120.7295,0
"31698",231066,"Agaricus L.",33.03135,-117.247,0
"31831",230848,"Agaricus L.",35.20015,-120.7295,0
"31958",231351,"Agaricus L.",33.55015,-117.746,0
"33254",229875,"Agaricus L.",37.9351,-122.145,0
"34154",228017,"Agaricus L.",37.81525,-122.163,0
"34416",227618,"Agaricus L.",33.03135,-117.247,0
"34496",227498,"Agaricus L.",37.81235,-122.1885,0
"34610",227381,"Agaricus L.",37.4737,-122.4475,0
"34679",228087,"Agaricus L.",35.37805,-120.846,0
